player,cricinfo_id,team,season,competition,match_id,custom_match_id,total_impact,total_impact_per_ball,total_bat_impact,bat_impact_per_ball,total_bowl_impact,bowl_impact_per_ball,runs_for,balls_faced,boundaries,dots_against,sixes,non_boundary_balls_faced,non_boundary_runs_gained,wickets_lost,wickets_taken,runs_against,balls_bowled,boundaries_against,dots_bowled,bowl_economy,bowl_average,strike_rate,average,balls_total,boundary_perc_against,boundary_percentage,six_percentage,dots_bowled_percentage,dots_batted_percentage,non_boundary_strike_rate,team_abbr,logo_url,primary_color,comp_logo,headshot_image_url,headshot_primary_image_url,headshot_secondary_image_url
Aaron Finch,5334,San Francisco Unicorns,2023,Major League Cricket,1381362,NA,-3.889,-0.299,-3.889,-0.299,0,0,9,13,1,6,1,12,3,1,0,0,0,0,0,NA,NA,0.692,9,13,NA,0.077,0.077,NA,0.462,0.25,SF,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361792.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/316500/316533.png,https://www.espncricinfo.com/db/PICTURES/CMS/316500/316533.png,https://www.espncricinfo.com/db/PICTURES/CMS/304000/304053.jpg
Aaron Finch,5334,San Francisco Unicorns,2023,Major League Cricket,1381364,NA,-6.409,-0.401,-6.409,-0.401,0,0,14,16,2,10,1,14,4,1,0,0,0,0,0,NA,NA,0.875,14,16,NA,0.125,0.062,NA,0.625,0.286,SF,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361792.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/316500/316533.png,https://www.espncricinfo.com/db/PICTURES/CMS/316500/316533.png,https://www.espncricinfo.com/db/PICTURES/CMS/304000/304053.jpg
Aaron Finch,5334,San Francisco Unicorns,2023,Major League Cricket,1381368,NA,-3.635,-0.363,-3.635,-0.363,0,0,12,10,2,4,0,8,4,0,0,0,0,0,0,NA,NA,1.2,Inf,10,NA,0.2,0,NA,0.4,0.5,SF,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361792.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/316500/316533.png,https://www.espncricinfo.com/db/PICTURES/CMS/316500/316533.png,https://www.espncricinfo.com/db/PICTURES/CMS/304000/304053.jpg
Aaron Finch,5334,San Francisco Unicorns,2023,Major League Cricket,1381371,NA,-16.421,-0.586,-16.421,-0.586,0,0,14,28,1,17,1,27,8,1,0,0,0,0,0,NA,NA,0.5,14,28,NA,0.036,0.036,NA,0.607,0.296,SF,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361792.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/316500/316533.png,https://www.espncricinfo.com/db/PICTURES/CMS/316500/316533.png,https://www.espncricinfo.com/db/PICTURES/CMS/304000/304053.jpg
Aaron Finch,5334,San Francisco Unicorns,2023,Major League Cricket,1381374,NA,5.732,0.573,5.732,0.573,0,0,19,10,3,2,0,7,7,1,0,0,0,0,0,NA,NA,1.9,19,10,NA,0.3,0,NA,0.2,1,SF,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361792.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/316500/316533.png,https://www.espncricinfo.com/db/PICTURES/CMS/316500/316533.png,https://www.espncricinfo.com/db/PICTURES/CMS/304000/304053.jpg
Adam Zampa,379504,Los Angeles Knight Riders,2023,Major League Cricket,1381361,MLC_2023_2023-07-13_TSK_LAKR,-10.277,-0.467,-4.1,-1.025,-6.177,-0.343,3,4,0,1,0,4,3,1,1,29,18,2,2,9.667,29,0.75,3,22,0.111,0,0,0.111,0.25,0.75,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321549.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321549.png,https://www.espncricinfo.com/db/PICTURES/CMS/263500/263543.1.jpg
Adam Zampa,379504,Los Angeles Knight Riders,2023,Major League Cricket,1381366,NA,8.391,0.262,-1.704,-0.243,10.094,0.404,6,7,0,1,0,7,6,0,2,26,25,1,9,6.24,13,0.857,Inf,32,0.04,0,0,0.36,0.143,0.857,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321549.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321549.png,https://www.espncricinfo.com/db/PICTURES/CMS/263500/263543.1.jpg
Adam Zampa,379504,Los Angeles Knight Riders,2023,Major League Cricket,1381368,NA,-6.228,-0.26,0,0,-6.228,-0.26,0,0,0,0,0,0,0,0,3,41,24,6,9,10.25,13.667,NA,NA,24,0.25,NA,NA,0.375,NA,NA,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321549.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321549.png,https://www.espncricinfo.com/db/PICTURES/CMS/263500/263543.1.jpg
Adam Zampa,379504,Los Angeles Knight Riders,2023,Major League Cricket,1381369,NA,-8.321,-0.333,-0.293,-0.293,-8.028,-0.335,1,1,0,0,0,1,1,0,1,40,24,4,4,10,40,1,Inf,25,0.167,0,0,0.167,0,1,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321549.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321549.png,https://www.espncricinfo.com/db/PICTURES/CMS/263500/263543.1.jpg
Adam Zampa,379504,Los Angeles Knight Riders,2023,Major League Cricket,1381372,NA,9.739,0.263,-3.357,-0.28,13.096,0.524,12,12,1,5,0,11,8,1,2,26,25,3,10,6.24,13,1,12,37,0.12,0.083,0,0.4,0.417,0.727,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321549.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321549.png,https://www.espncricinfo.com/db/PICTURES/CMS/263500/263543.1.jpg
Akeal Hosein,530812,Washington Freedom,2023,Major League Cricket,1381363,NA,4.988,0.147,7.622,0.346,-2.634,-0.22,33,22,3,3,1,19,19,0,1,20,12,2,3,10,20,1.5,Inf,34,0.167,0.136,0.045,0.25,0.136,1,WSH,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361795.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321900/321939.png,https://www.espncricinfo.com/db/PICTURES/CMS/321900/321939.png,https://www.espncricinfo.com/db/PICTURES/CMS/326100/326139.4.jpg
Akeal Hosein,530812,Washington Freedom,2023,Major League Cricket,1381365,NA,6.714,0.28,0,0,6.714,0.28,0,0,0,0,0,0,0,0,2,26,24,2,9,6.5,13,NA,NA,24,0.083,NA,NA,0.375,NA,NA,WSH,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361795.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321900/321939.png,https://www.espncricinfo.com/db/PICTURES/CMS/321900/321939.png,https://www.espncricinfo.com/db/PICTURES/CMS/326100/326139.4.jpg
Akeal Hosein,530812,Washington Freedom,2023,Major League Cricket,1381369,NA,-15.701,-0.826,0,0,-15.701,-0.826,0,0,0,0,0,0,0,0,1,37,19,5,7,11.684,37,NA,NA,19,0.263,NA,NA,0.368,NA,NA,WSH,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361795.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321900/321939.png,https://www.espncricinfo.com/db/PICTURES/CMS/321900/321939.png,https://www.espncricinfo.com/db/PICTURES/CMS/326100/326139.4.jpg
Akeal Hosein,530812,Washington Freedom,2023,Major League Cricket,1381371,NA,4.118,0.165,-4.245,-0.606,8.363,0.465,7,7,1,4,0,6,3,1,1,14,18,1,9,4.667,14,1,7,25,0.056,0.143,0,0.5,0.571,0.5,WSH,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361795.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321900/321939.png,https://www.espncricinfo.com/db/PICTURES/CMS/321900/321939.png,https://www.espncricinfo.com/db/PICTURES/CMS/326100/326139.4.jpg
Akeal Hosein,530812,Washington Freedom,2023,Major League Cricket,1381373,NA,6.806,0.4,1.147,0.229,5.659,0.472,8,5,1,1,1,4,2,1,1,9,12,1,6,4.5,9,1.6,8,17,0.083,0.2,0.2,0.5,0.2,0.5,WSH,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361795.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321900/321939.png,https://www.espncricinfo.com/db/PICTURES/CMS/321900/321939.png,https://www.espncricinfo.com/db/PICTURES/CMS/326100/326139.4.jpg
Akeal Hosein,530812,Washington Freedom,2023,Major League Cricket,1381376,NA,-8.875,-0.277,-7.023,-0.502,-1.852,-0.103,11,14,1,6,0,13,7,1,1,24,18,3,6,8,24,0.786,11,32,0.167,0.071,0,0.333,0.429,0.538,WSH,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361795.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321900/321939.png,https://www.espncricinfo.com/db/PICTURES/CMS/321900/321939.png,https://www.espncricinfo.com/db/PICTURES/CMS/326100/326139.4.jpg
Ali Khan,927119,Los Angeles Knight Riders,2023,Major League Cricket,1381361,MLC_2023_2023-07-13_TSK_LAKR,-37.804,-1.454,-1.098,-0.549,-36.706,-1.529,1,2,0,1,0,2,1,0,2,40,24,6,10,10,20,0.5,Inf,26,0.25,0,0,0.417,0.5,0.5,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321100/321124.png,https://www.espncricinfo.com/db/PICTURES/CMS/321100/321124.png,https://www.espncricinfo.com/db/PICTURES/CMS/339500/339504.4.jpg
Ali Khan,927119,Los Angeles Knight Riders,2023,Major League Cricket,1381366,NA,7.251,0.196,-9.106,-0.911,16.356,0.606,4,10,0,7,0,10,4,1,2,32,27,3,12,7.111,16,0.4,4,37,0.111,0,0,0.444,0.7,0.4,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321100/321124.png,https://www.espncricinfo.com/db/PICTURES/CMS/321100/321124.png,https://www.espncricinfo.com/db/PICTURES/CMS/339500/339504.4.jpg
Ali Khan,927119,Los Angeles Knight Riders,2023,Major League Cricket,1381368,NA,-56.455,-2.352,0,0,-56.455,-2.352,0,0,0,0,0,0,0,0,1,61,24,10,7,15.25,61,NA,NA,24,0.417,NA,NA,0.292,NA,NA,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321100/321124.png,https://www.espncricinfo.com/db/PICTURES/CMS/321100/321124.png,https://www.espncricinfo.com/db/PICTURES/CMS/339500/339504.4.jpg
Ali Khan,927119,Los Angeles Knight Riders,2023,Major League Cricket,1381369,NA,-11.936,-0.597,0,0,-11.936,-0.597,0,0,0,0,0,0,0,0,1,40,20,6,5,12,40,NA,NA,20,0.3,NA,NA,0.25,NA,NA,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321100/321124.png,https://www.espncricinfo.com/db/PICTURES/CMS/321100/321124.png,https://www.espncricinfo.com/db/PICTURES/CMS/339500/339504.4.jpg
Ali Khan,927119,Los Angeles Knight Riders,2023,Major League Cricket,1381372,NA,28.428,1.421,0,0,28.428,1.421,0,0,0,0,0,0,0,0,0,35,20,6,5,10.5,Inf,NA,NA,20,0.3,NA,NA,0.25,NA,NA,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321100/321124.png,https://www.espncricinfo.com/db/PICTURES/CMS/321100/321124.png,https://www.espncricinfo.com/db/PICTURES/CMS/339500/339504.4.jpg
Andre Russell,276298,Los Angeles Knight Riders,2023,Major League Cricket,1381361,MLC_2023_2023-07-13_TSK_LAKR,-8.671,-0.158,12.687,0.362,-21.358,-1.068,55,35,10,14,3,25,9,1,0,37,20,5,6,11.1,Inf,1.571,55,55,0.25,0.286,0.086,0.3,0.4,0.36,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316615.png,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316615.png,https://www.espncricinfo.com/db/PICTURES/CMS/308900/308972.png
Andre Russell,276298,Los Angeles Knight Riders,2023,Major League Cricket,1381366,NA,-23.854,-1.325,-6.054,-1.009,-17.8,-1.483,2,6,0,3,0,6,2,1,0,29,12,4,3,14.5,Inf,0.333,2,18,0.333,0,0,0.25,0.5,0.333,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316615.png,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316615.png,https://www.espncricinfo.com/db/PICTURES/CMS/308900/308972.png
Andre Russell,276298,Los Angeles Knight Riders,2023,Major League Cricket,1381368,NA,13.355,0.273,13.969,0.537,-0.614,-0.027,42,26,6,9,4,20,10,0,1,33,23,4,6,8.609,33,1.615,Inf,49,0.174,0.231,0.154,0.261,0.346,0.5,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316615.png,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316615.png,https://www.espncricinfo.com/db/PICTURES/CMS/308900/308972.png
Andre Russell,276298,Los Angeles Knight Riders,2023,Major League Cricket,1381369,NA,36.164,0.927,36.164,0.927,0,0,70,39,12,15,6,27,10,0,0,0,0,0,0,NA,NA,1.795,Inf,39,NA,0.308,0.154,NA,0.385,0.37,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316615.png,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316615.png,https://www.espncricinfo.com/db/PICTURES/CMS/308900/308972.png
Andre Russell,276298,Los Angeles Knight Riders,2023,Major League Cricket,1381372,NA,-16.487,-0.375,0.333,0.011,-16.821,-1.294,37,31,6,15,2,25,9,1,1,29,13,4,1,13.385,29,1.194,37,44,0.308,0.194,0.065,0.077,0.484,0.36,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316615.png,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316615.png,https://www.espncricinfo.com/db/PICTURES/CMS/308900/308972.png
Andrew Tye,459508,Seattle Orcas,2023,Major League Cricket,1381363,NA,7.727,0.309,0,0,7.727,0.309,0,0,0,0,0,0,0,0,1,26,25,1,6,6.24,26,NA,NA,25,0.04,NA,NA,0.24,NA,NA,SEA,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361793.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321558.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321558.png,https://www.espncricinfo.com/db/PICTURES/CMS/237600/237671.jpg
Andrew Tye,459508,Seattle Orcas,2023,Major League Cricket,1381364,NA,0.973,0.051,0,0,0.973,0.051,0,0,0,0,0,0,0,0,2,27,19,3,5,8.526,13.5,NA,NA,19,0.158,NA,NA,0.263,NA,NA,SEA,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361793.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321558.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321558.png,https://www.espncricinfo.com/db/PICTURES/CMS/237600/237671.jpg
Andrew Tye,459508,Seattle Orcas,2023,Major League Cricket,1381370,NA,23.327,0.933,0,0,23.327,0.933,0,0,0,0,0,0,0,0,2,17,25,1,12,4.08,8.5,NA,NA,25,0.04,NA,NA,0.48,NA,NA,SEA,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361793.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321558.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321558.png,https://www.espncricinfo.com/db/PICTURES/CMS/237600/237671.jpg
Andrew Tye,459508,Seattle Orcas,2023,Major League Cricket,1381372,NA,-11.016,-0.38,-1.832,-0.916,-9.184,-0.34,1,2,0,1,0,2,1,0,2,48,27,6,7,10.667,24,0.5,Inf,29,0.222,0,0,0.259,0.5,0.5,SEA,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361793.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321558.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321558.png,https://www.espncricinfo.com/db/PICTURES/CMS/237600/237671.jpg
Andrew Tye,459508,Seattle Orcas,2023,Major League Cricket,1381375,NA,-35.7,-1.231,-0.484,-0.121,-35.215,-1.409,4,4,0,1,0,4,4,0,1,59,25,9,5,14.16,59,1,Inf,29,0.36,0,0,0.2,0.25,1,SEA,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361793.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321558.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321558.png,https://www.espncricinfo.com/db/PICTURES/CMS/237600/237671.jpg
Andrew Tye,459508,Seattle Orcas,2023,Major League Cricket,1381377,NA,7.627,0.293,0,0,7.627,0.293,0,0,0,0,0,0,0,0,4,33,26,4,9,7.615,8.25,NA,NA,26,0.154,NA,NA,0.346,NA,NA,SEA,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361793.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321558.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321558.png,https://www.espncricinfo.com/db/PICTURES/CMS/237600/237671.jpg
Andrew Tye,459508,Seattle Orcas,2023,Major League Cricket,1381379,NA,-15.759,-1.126,-4.374,-2.187,-11.385,-0.949,1,2,0,1,0,2,1,1,0,27,12,5,6,13.5,Inf,0.5,1,14,0.417,0,0,0.5,0.5,0.5,SEA,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361793.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321558.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321558.png,https://www.espncricinfo.com/db/PICTURES/CMS/237600/237671.jpg
Andries Gous,485379,Washington Freedom,2023,Major League Cricket,1381363,NA,-19.193,-0.564,-19.193,-0.564,0,0,28,34,3,14,0,31,16,1,0,0,0,0,0,NA,NA,0.824,28,34,NA,0.088,0,NA,0.412,0.516,WSH,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361795.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Andries Gous,485379,Washington Freedom,2023,Major League Cricket,1381365,NA,-5.008,-0.835,-5.008,-0.835,0,0,7,6,1,2,0,5,3,1,0,0,0,0,0,NA,NA,1.167,7,6,NA,0.167,0,NA,0.333,0.6,WSH,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361795.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Andries Gous,485379,Washington Freedom,2023,Major League Cricket,1381369,NA,20.244,1.35,20.244,1.35,0,0,40,15,7,2,2,8,8,1,0,0,0,0,0,NA,NA,2.667,40,15,NA,0.467,0.133,NA,0.133,1,WSH,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361795.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Andries Gous,485379,Washington Freedom,2023,Major League Cricket,1381371,NA,16.842,1.053,16.842,1.053,0,0,23,16,5,8,0,11,3,1,0,0,0,0,0,NA,NA,1.438,23,16,NA,0.312,0,NA,0.5,0.273,WSH,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361795.png,#0b0c59,https://upload.wikimedia.org/wikipedia/commons/9/9f/Major_League_Cricket_logo.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
